id	rate
40029	20.5
40031	13.7
40033	16.6
40035	18.1
40037	15.5
40039	18.3
40041	21.8
40043	15.2
40045	13.6
40047	16.5
40049	16.7
40051	14.5
40053	13.6
40055	16.3
40057	22.1
40059	19.7
40061	21.6
40063	19.9
40065	16
40067	19.9
40069	19.1
40071	17.1
40073	16.9
40075	16.7
40077	17.7
40079	20.7
40081	16.9
40083	13.8
40085	17.5
40087	15.3
40089	20.4
40091	20.1
40093	14.2
40095	22.6
40097	17.7
40099	16.9
40101	18.2
40103	14
40105	19.7
40107	19.7
40109	16.4
40111	15.9
40113	14.5
40115	19.7
40117	16.9
40119	15.6
40121	18.9
40123	18.5
40125	16.3
40127	20.7
40129	15.3
40131	12.4
40133	18.9
40135	18.1
40137	15.9
40139	24
40141	20.1
40143	15.8
40145	14.6
40147	16.6
40149	15.6
40151	13
40153	15.4
41001	8.9
41003	7.1
41005	6.2
41007	9.3
41009	7.1
41011	9.2
41013	8.7
41015	9.9
41017	8.6
41019	8.1
41021	7.1
41023	8.8
41025	10
41027	11.4
41029	8.9
41031	12.7
41033	8.9
41035	10.3
41037	11.1
41039	8.8
41041	11.5
41043	8.3
41045	11.9
41047	9.7
41049	11.4
41051	8.2
41053	8.1
41055	8.2
41057	10.2
41059	11.5
41061	7.8
41063	8.2
41065	12
41067	7.7
41069	9.1
41071	9.3
42001	7.9
42003	6
42005	7.2
42007	5.5
42009	8.5
42011	8.6
42013	6.4
42015	8.1
42017	5.8
42019	4.9
42021	6.6
42023	7.4
42025	7.1
42027	7.9
42029	6.4
42031	8.1
42033	7.3
42035	7.6
42037	6.7
42039	9.8
42041	6.8
42043	7.4
42045	6.8
42047	6
42049	6.9
42051	7.5
42053	8.3
42055	9.4
42057	7.8
42059	6.5
42061	7
42063	8.7
42065	8.8
42067	9.9
42069	7.8
42071	11.1
42073	7.1
42075	8.7
42077	8.6
42079	7.8
42081	7.2
42083	7.2
42085	7.9
42087	10.7
42089	8.5
42091	5.3
42093	5
42095	6.9
42097	7.3
42099	9.3
42101	11
42103	8.6
42105	7.8
42107	7.9
42109	10.5
42111	8.7
42113	8.9
42115	9.3
42117	8.6
42119	8.9
42121	7.3
42123	7.1
42125	5.7
42127	8.1
42129	5.9
42131	6.9
42133	7.1
44001	4.4
44003	4.8
44005	5
44007	8
44009	4.1
45001	13.1
45003	12.1
45005	12.7
45007	12.8
45009	13.6
45011	12.6
45013	15.9
45015	12.9
45017	13.4
45019	12.6
45021	13.3
45023	11.8
45025	14.8
45027	14.1
45029	16
45031	13.1
45033	16.5
45035	10.9
45037	12.5
45039	13
45041	11.6
45043	13.8
45045	13.6
45047	15.3
45049	12.4
45051	17.4
45053	19.2
45055	12.8
45057	12.8
45059	14.7
45061	12.6
45063	11.1
45065	12.3
45067	13
45069	14.4
45071	14.4
45073	13.6
45075	13.4
45077	14.3
45079	10.6
45081	18.8
45083	13
45085	13.2
45087	11.7
45089	12.9
45091	10.4
46003	14.7
46005	14.7
46007	22.3
46009	12.8
46011	10.8
46013	10.2
46015	17.5
46017	20.7
46019	13.9
46021	11.3
46023	19.5
46025	13.8
46027	11.9
46029	10.2
46031	19.7
46033	12.8
46035	10.3
46037	16.6
46039	11.5
46041	22.1
46043	12.9
46045	11
46047	12.3
46049	9.1
46051	11.1
46053	16.7
46055	12.5
46057	11.5
46059	10.3
46061	11.3
46063	12.7
46065	10.9
46067	11.4
46069	12.1
46071	22.2
46073	11.5
46075	17.3
46077	9.1
46079	9.5
46081	11.8
46083	5.8
46085	17.8
46087	10.2
46089	13.1
46091	17.1
46093	11.3
46095	17.9
46097	9.8
46099	10.5
46101	14.6
46102	18.2
46103	13.1
46105	14.6
46107	12
46109	18
46111	12
46115	12
46117	11.9
46119	13.8
46121	17.5
46123	16
46125	10.7
46127	6.8
46129	14.9
46135	10.2
46137	18.2
47001	10.2
47003	16.8
47005	14.5
47007	14.7
47009	10.9
47011	12.9
47013	12.6
47015	12.8
47017	11.3
47019	13.9
47021	11.3
47023	12.1
47025	12.3
47027	14
47029	11.7
47031	12.4
47033	15.4
47035	13.8
47037	14
47039	14.1
47041	15.5
47043	11.8
47045	10.3
47047	9.8
47049	13.5
47051	11.4
47053	10.9
47055	12.6
47057	13
47059	12.4
47061	14.9
47063	14.4
47065	11.3
47067	11
47069	11.8
47071	14.1
47073	11
47075	11.9
47077	10.9
47079	13.1
47081	13
47083	12.7
47085	11.3
47087	13.5
47089	12.1
47091	12.9
47093	10.8
47095	11.5
47097	11.9
47099	12.8
47101	14.6
47103	11.4
47105	13.5
47107	12
47109	12.9
47111	14.8
47113	10.8
47115	11.5
47117	11.8
47119	11.5
47121	13.4
47123	14.3
47125	8.8
47127	11.2
47129	10.8
47131	12.7
47133	12.5
47135	13.6
47137	12.5
47139	12.2
47141	13.3
47143	13
47145	11.2
47147	11.3
47149	10.5
47151	12.4
47153	11.6
47155	16.7
47157	13.6
47159	10.1
47161	11.9
47163	11.2
47165	10.9
47167	10.3
47169	13.6
47171	13.3
47173	15.3
47175	12.3
47177	15
47179	11.5
47181	12.5
47183	10.3
47185	13.4
47187	6
47189	9.3
48001	19.1
48003	19.5
48005	21.9
48007	21.7
48009	17.6
48011	18.1
48013	18.7
48015	17.8
48017	29.2
48019	17.2
48021	20.7
48023	19.6
48025	18.5
48027	13
48029	16.8
48031	21.5
48033	14.8
48035	22.7
48037	16
48039	15.6
48041	17.4
48043	19
48045	33.3
48047	18.7
48049	17.2
48051	21.2
48053	22.1
48055	22.7
48057	20
48059	18.9
48061	28.6
48063	22.9
48065	15.7
48067	16.4
48069	30.3
48071	15.5
48073	21.7
48075	13.8
48077	16.7
48079	28.7
48081	17.6
48083	21.8
48085	11
48087	33.1
48089	19.7
48091	16
48093	26.5
48095	18.8
48097	19.6
48099	13.3
48101	27.6
48103	19.8
48105	21.6
48107	24
48109	28.6
48111	29
48113	22.6
48115	23.2
48117	24.6
48119	17.5
48121	12.9
48123	17.1
48125	22.9
48127	18.5
48129	21.5
48131	20
48133	20.7
48135	21.5
48137	31.2
48139	17.9
48141	22.8
48143	24
48145	21.2
48147	19.5
48149	20.8
48151	16.9
48153	23.6
48155	22
48157	12.8
48159	18.5
48161	20.6
48163	20.3
48165	33
48167	15.2
48169	23.1
48171	23
48173	16.8
48175	13.5
48177	24.7
48179	21.9
48181	20.1
48183	20.5
48185	21.2
48187	14.8
48189	23
48191	29.8
48193	24.4
48195	27.9
48197	23
48199	14.8
48201	21.1
48203	18.3
48205	20.6
48207	20.6
48209	16
48211	21.8
48213	21
48215	32
48217	22.1
48219	20.1
48221	19.6
48223	21.1
48225	20.2
48227	18.1
48229	30.9
48231	17.5
48233	19.5
48235	13.6
48237	22.4
48239	18.6
48241	17.1
48243	29.6
48245	21.9
48247	19
48249	20.2
48251	18.9
48253	19.3
48255	15.9
48257	18.1
48259	16.3
48261	22.7
48263	19.2
48265	21.1
48267	24
48269	22.1
48271	21.2
48273	20.4
48275	23.3
48277	20.4
48279	26.6
48281	20
48283	18.6
48285	17.8
48287	20.4
48289	22.4
48291	21
48293	21.1
48295	22.3
48297	18.1
48299	19.7
48301	13.2
48303	16.9
48305	25.2
48307	21.5
48309	17.9
48311	15.7
48313	21.6
48315	17.9
48317	21.3
48319	28.8
48321	21.1
48323	28.8
48325	18.2
48327	30.7
48329	16.9
48331	19
48333	24.6
48335	19.2
48337	21.4
48339	15.6
48341	27
48343	19.2
48345	26
48347	20.1
48349	22.4
48351	17.1
48353	18.2
48355	18.6
48357	26.5
48359	16
48361	15.4
48363	22
48365	17.5
48367	15.9
48369	28.2
48371	21.8
48373	22.7
48375	24
48377	30.5
48379	21.1
48381	13.2
48383	24.9
48385	26.5
48387	21.1
48389	21.5
48391	18.5
48393	10.7
48395	20.4
48397	13.5
48399	20.9
48401	21.8
48403	19.1
48405	18.7
48407	22.4
48409	18.8
48411	27
48413	24.6
48415	19.3
48417	18.3
48419	24.4
48421	29.3
48423	19
48425	17.4
48427	30.6
48429	24.4
48431	20.8
48433	20.6
48435	22.4
48437	24
48439	17.7
48441	16
48443	24
48445	25.5
48447	22
48449	24.3
48451	17.8
48453	16.2
48455	21.7
48457	17
48459	18.6
48461	19.7
48463	23.2
48465	22.3
48467	21.6
48469	18
48471	18.1
48473	23.5
48475	21
48477	18.9
48479	27.6
48481	22.1
48483	22.7
48485	16.8
48487	20.8
48489	23.2
48491	11.3
48493	16
48495	21.1
48497	18.5
48499	19.9
48501	22.9
48503	22.7
48505	29.2
48507	20.1
49001	14.6
49003	9.1
49005	9.5
49007	10.9
49009	11.2
49011	8.4
49013	17.1
49015	10.9
49017	15.2
49019	16.2
49021	16.2
49023	12.7
49025	10.1
49027	17.5
49029	8.2
49031	16
49033	12.5
49035	12.2
49037	19.9
49039	13.6
49041	13.4
49043	10.9
49045	9.2
49047	15.7
49049	10.5
49051	15.7
49053	16.9
49055	16.2
49057	11.6
50001	4.9
50003	5.3
50005	5.1
50007	4.3
50009	6.5
50011	4.3
50013	5.3
50015	5.4
50017	4.8
50019	5.8
50021	4.9
50023	3.9
50025	5.1
50027	4.8
51001	18.5
51003	9.8
51005	10.4
51007	13.4
51009	12.3
51011	12.5
51013	6.7
51015	11.5
51017	10.7
51019	10.2
51021	9.9
51023	7.7
51025	12.9
51027	13.1
51029	14.2
51031	12.3
51033	12.1
51035	13.9
51036	17.5
51037	15.4
51041	8.9
51043	11.1
51045	9.8
51047	12.6
51049	13.2
51051	12.9
51053	11.3
51057	13.6
51059	8.8
51061	9.4
51063	12.3
51065	10.4
51067	12.6
51069	11.1
51071	11.4
51073	9.9
51075	5.3
51077	12.8
51079	14
51081	10.5
51083	12.5
51085	7.4
51087	10.3
51089	14.1
51091	19.9
51093	9
51095	8.7
51097	14
51099	7
51101	9.9
51103	11.8
51105	13.2
51107	6.7
51109	12.8
51111	15.2
51113	13.9
51115	10.4
51117	14.6
51119	11
51121	11.1
51125	13.4
51127	9.7
51131	15.6
51133	13.9
51135	13.6
51137	11.8
51139	13.9
51141	14
51143	12.2
51145	9.4
51147	13.5
51149	9.2
51153	11.1
51155	9.8
51157	15.1
51159	13.9
51161	8.2
51163	12.5
51165	13
51167	12.5
51169	11
51171	13.2
51173	11.1
51175	12.1
51177	10.4
51179	7.6
51181	11.1
51183	13.7
51185	12.6
51187	11.2
51191	11
51193	14.5
51195	11.8
51197	12.4
51199	8
51510	11.9
51520	11.4
51530	10.6
51540	13.9
51550	8.3
51570	10.4
51580	11.7
51590	11.8
51595	11.9
51600	10.3
51610	4.8
51620	12.5
51630	10.7
51640	16.4
51650	10.3
51660	15.3
51670	12.7
51678	10.2
51680	11.7
51683	15.9
51685	19
51690	12.1
51700	10.8
51710	13
51720	11.3
51730	12.2
51735	7.4
51740	11.6
51750	9.2
51760	14.5
51770	13.4
51775	10.1
51790	11.4
51800	8.9
51810	9.3
51820	12.5
51830	13
51840	16.1
53001	14.4
53003	7.1
53005	7.4
53007	9.7
53009	9.5
53011	6.9
53013	7.4
53015	8
53017	11.2
53019	11.9
53021	12.6
53023	5.6
53025	13.6
53027	10.3
53029	6.2
53031	7.4
53033	6.5
53035	5.8
53037	8.9
53039	9.6
53041	9.1
53043	6.9
53045	10.7
53047	14.5
53049	10.5
53051	7.6
53053	7.3
53055	10.6
53057	9.8
53059	7
53061	7
53063	6.4
53065	8.5
53067	6.6
53069	8.2
53071	9
53073	9.1
53075	6
53077	15.5
54001	8.3
54003	7.3
54005	7.4
54007	8.9
54009	6
54011	7.3
54013	8.9
54015	9.3
54017	6.6
54019	8.2
54021	9.5
54023	7.7
54025	7.7
54027	9.4
54029	7
54031	9.7
54033	6.6
54035	7.1
54037	6.9
54039	6.8
54041	7.3
54043	8.3
54045	8.1
54047	9.4
54049	6.9
54051	6
54053	6.9
54055	7.6
54057	6.8
54059	8.9
54061	6.1
54063	8.8
54065	8.7
54067	7.5
54069	6.1
54071	8.4
54073	5.5
54075	8.6
54077	7.4
54079	5.6
54081	8.1
54083	8.2
54085	8.7
54087	9.6
54089	8
54091	6.9
54093	7.2
54095	6.8
54097	8.1
54099	7.4
54101	9.1
54103	7.5
54105	7.2
54107	6.7
54109	8.3
55001	8.4
55003	8.5
55005	7.5
55007	10.2
55009	7.6
55011	7.3
55013	8.8
55015	4.3
55017	6.7
55019	17.7
55021	5.3
55023	6.6
55025	5.4
55027	5
55029	6.9
55031	6.7
55033	6.2
55035	5.8
55037	8.7
55039	5.7
55041	10.9
55043	7.5
55045	5.8
55047	9.6
55049	5.8
55051	7.7
55053	9.7
55055	6.4
55057	8.4
55059	7.1
55061	5.8
55063	5.3
55065	9.4
55067	8
55069	6.2
55071	6
55073	6.2
55075	6.7
55077	7.5
55078	10.3
55079	8.6
55081	7.5
55083	6.8
55085	6.3
55087	5.9
55089	4
55091	7.8
55093	5.4
55095	7.5
55097	5.2
55099	6.8
55101	6.7
55103	7.4
55105	8.1
55107	8.6
55109	4.3
55111	7.1
55113	10.7
55115	8.7
55117	5.9
55119	7.6
55121	7.8
55123	9.6
55125	10.4
55127	8.2
55129	7
55131	4.6
55133	3.7
55135	6.6
55137	8.8
55139	5.2
55141	5.8
56001	11.9
56003	18.8
56005	11.7
56007	16
56009	11.1
56011	12.2
56013	18.9
56015	15.6
56017	16.5
56019	14.9
56021	11.4
56023	13
56025	13.8
56027	15.1
56029	13.4
56031	13.4
56033	12.3
56035	12.9
56037	12.4
56039	15.3
56041	12.3
56043	17.4
56045	13.6
