,Name,Address,Longitude,Latitude
272,Fenix Charitable Clinic," 130 Washington Avenue, Highwood, Illinois",-87.8131305,46.64127954
273,"Ferncare Free Clinic, Inc."," 459 E. Nine Mile Road, Ferndale, Michigan",-83.1284467,46.98440011
274,First Baptist Of North Charleston Medical Clinic," 4217 Rivers Ave, North Charleston, South Carolina",-79.9934664,34.83662003
275,First Refuge Medical Clinic," 1701 Broadway St, Denton, Texas",-97.1501949,35.25752882
276,FISH Medical Clinic," 700 South Madison Avenue, Monroe, Georgia",-83.7062382,35.93364819
277,FL Baptist Convention Mobile Dental Clinic," 1230 Hendricks Ave., Jacksonville, Florida",-81.6550287,31.83503693
278,Flagler County Free Clinic," 703 E. Moody Blvd., Bunnell, Florida",-81.2539846,30.86153797
279,Florida Association of Free and Charitable Clinics," P.O. Box 977, St. Peteresburg, Florida",-82.6267345,28.9052787
280,Florida Hospital Waterman Community Primary Health Clinic," 2300 Kurt St, Eustis, Florida",-81.6925277,30.13208162
281,FOCUS Pittsburgh Free Health Center," 2228 Centre Avenue, Pittsburgh, Pennsylvania",-79.9749642,44.29439824
282,Fountain Clinic," 111 N Jefferson St Ste 1, Marshall, Michigan",-84.9590557,46.72953235
283,Four Rivers Health Care," 640 SW 4th Ave, Ontario, Oregon",-116.9721003,49.13050179
284,"Four Rivers Outreach, INC"," 210 S Rusk St Ste 2, Sherman, Texas",-96.6129862,35.75104507
285,Franciscan Outreach Association," 1645 W. LeMoyne Street, Chicago, Illinois",-87.6695227,46.23932759
286,Franklin County Volunteers in Medicine," 109 N Church St, Louisburg, North Carolina",-78.3021703,38.75736834
287,Fredericksburg Counseling Services Free Mental Health Clinic," 305 Hanson Ave Ste 140, Fredericksburg, Virginia",-77.4727243,41.54316712
288,Free Clinic Association of Pennsylvania (not a clinic but can help with locating clinics)," 980 East Penn Drive, West Chester, Pennsylvania",-75.6031887,43.68744154
289,Free Clinic Newton," 1600 W. Chisholm St., Alpena, Michigan",-83.45541,50.61332736
290,Free Clinic of Boone County," 415 6th Street,  Braddock, Pennsylvania",-79.86853,44.24039022
291,"Free Clinic of Central Virginia, Inc."," 1016 Main St, Lynchburg, Virginia",-79.1409085,40.39661766
292,Free Clinic Of Culpeper," 610 Laurel St Ste 3, Culpeper, Virginia",-78.0143924,41.71585099
293,Free Clinic of Franklin County," 1171 Franklin St, Rocky Mount, Virginia",-79.901364,39.86471594
294,Ada Jenkins Center," 212 Gamble St, Davidson, North Carolina",-80.8537586,38.01573858
295,Free Clinic of Pickaway County," 111 Island Road, Circleville, Ohio",-82.9499987,43.19574073
296,Free Clinic Of Pierce And St. Croix Counties," 1687 E Division St, River Falls, Wisconsin",-92.6051301,50.3049893
297,Free Clinic Of Powhatan," 3908 Old Buckingham Rd, Powhatan, Virginia",-77.9189087,40.56108072
298,"Free Clinic Of Pulaski County, Inc."," 25 4th St NW, Pulaski, Virginia",-80.7805833,39.93934393
299,Free Clinic Of Rome," 315 West 10th St., Rome, Georgia",-85.1789409,36.50923518
300,Free Clinic Of Simi Valley," 2060 Tapo St, Simi Valley, California",-118.7085065,36.52124747
301,Free Clinic Of Sw Washington," 4100 Plomondon St, Vancouver, Washington",-122.6265679,51.41282759
302,Free Clinic of the Greater Menomonie Area Area," 2321 Stout Rd, Menomonie, Wisconsin",-91.900873,50.33402116
303,The Free Clinic of the Twin Cities," 89 Hospita l Rd, Brevard, North Carolina",-82.7154286,37.71870512
304,Free Clinics of Iowa," PO Box 12099, Des Moines, Iowa",-93.6091064,45.82602294
305,Free Clinics Of Michigan," 1234 Porter Street, Detroit, Michigan",-83.0611731,46.80643228
306,Free Medical Clinic of Aiken County," 244 Greenville St NW, Aiken, South Carolina",-81.7231901,35.66870987
307,Free Medical Clinic of Darlington Co.," 203 Grove St, Darlington, South Carolina",-79.8706289,36.55477797
308,"Free Medical Clinic of Dubois, Inc."," 47 W Long Ave Ste 1, Dubois, Pennsylvania",-78.76338,45.1846429
309,"Free Medical Clinic of Newberry County, Inc."," 2568 Kinard St, Newberry, South Carolina",-81.6047098,36.54054034
310,Free Medical Clinic of Northern Shenandoah Valley," 301 N Cameron St, Winchester, Virginia",-78.1632307,42.65640261
311,Free Medical Clinic Of Oak Ridge," 116 E Division Rd, Oak Ridge, Tennessee",-84.2437863,38.66032007
312,Free Medical Clinic Of The Ozarks," 590 Birch Rd Ste 1A, Hollister, Missouri",-93.2306562,39.39096849
313,Frontline Foundations Inc," 1008 Broadway, Chesterton, Indiana",-87.0656545,45.84133552
314,Fundacion Manos Juntas," 1901 N Douglas Ave, Oklahoma City, Oklahoma",-97.5349276,38.00236478
315,Genesee County Free Medical Clinic," 2437 Welch Blvd., Flint, Michigan",-83.7324499,47.77046839
316,Geneseo Parish Outreach Center," 4520 Geneseo Street, Geneseo, New York",-77.8280931,47.44889661
317,Genesis Health Services," 2223 N. Washington Blvd, Sarasota, Florida",-82.5308605,28.4596569
318,Georgia Charitable Care Network," PO Box 133224, Atlanta, Georgia",-84.3879824,35.8890236
319,Georgia Lions Lighthouse Foundation," 5582 Peachtree Road, Chamblee, Georgia",-84.294474,36.0667336
320,Glendale Community Free Health Clinic," 134 N Kenwood St, Glendale, California",-118.2509845,36.36955314
321,Goldies Place Dental Program," 5705 North Lincoln Avenue, Chicago, Illinois",-87.6983135,46.34214017
322,"Good Faith Clinic, Inc."," 18 South Congress PKWY, Athens, Tennessee",-84.6079205,37.97738491
323,"Good Health Clinic, Inc."," 91555 Overseas Hwy Ste 2, Tavernier, Florida",-80.5201298,25.83964386
324,Good Neighbor Clinic," 95 Lincoln Ave, Prarie Du Sac, Wisconsin",-89.7210136,48.10673163
325,Good Neighbor Free Medical Clinic of Beaufort," 30 Professional Village Cir, Beaufort, South Carolina",-80.6516043,34.29860171
326,"Good Neighbor Health Clinics, Inc."," 70 N Main St, White River Junction, Vermont",-72.3201128,48.61022039
327,Good Neighbor House," 627 East First Street, Dayton, Ohio",-84.1812304,43.40490811
328,Good News Care Center," 101 S Redland Rd, Florida City, Florida",-80.492869,26.32670331
329,Good News Clinics," 810 Pine St, Gainesville, Georgia",-83.826208,36.54037077
330,Good Samaritan Care Clinic," 501 West US Highway 60, MountainView, Missouri",-91.7071423,39.87751132
331,Good Samaritan Clinic AR," 615 N B St, Fort Smith, Arkansas",-94.4228838,37.88026683
332,Good Samaritan Clinic FL," 4435 Gulf Breeze Parkway, Gulf Breeze, Florida",-87.0384514,31.92813147
333,Good Samaritan Clinic GA," 4704 Augusta Rd, Garden City, Georgia",-81.15641,33.93505596
334,Good Samaritan Clinic NC," 305 W Union St Ste E, Morganton, North Carolina",-81.6890209,38.31419761
335,Good Samaritan Clinic WV," 418 Grand Park Dr Ste 311, Parkersburg, West Virginia",-81.5487585,42.79978304
336,"Good Samaritan Clinic of West Volusia, Inc."," 126 E. Plymouth Ave., Deland, Florida",-81.3031375,30.37291444
337,Good Samaritan Clinic of Haywood County," 34 Sims Cir, Waynesville, North Carolina",-82.964722,38.02325404
338,Good Samaritan Free Clinic Pella," 605 Broadway, Pella, Iowa",-92.9188049,45.56431755
339,Good Samaritan Free Clinic Knoxville," 308 East Robinson PO Box 344, Knoxville, Iowa",-93.0960246,45.44886376
340,Good Samaritan Gwinnett," 3700 Club Drive, Lawrenceville, Georgia",-84.1271008,36.12067941
341,Good Samaritan Health Center of Cobb," 1605 Roberta Drive, Marietta, Georgia",-84.5563556,36.08759145
342,Good Samaritan Health Center of Gwinnett," 3700 Club Drive, Lawrenceville, Georgia",-84.1271008,36.12067941
343,Good Samaritan Health Clinic," 7701 SW 98th Street, Miami, Florida",-80.3197128,26.58560381
344,Good Samaritan Health Clinic of Cullman," 401 Arnold St NE Ste A, Cullman, Alabama",-86.8407968,36.41045276
345,Good Samaritan Health Clinic Of Pasco," 5334 Aspen St, New Port Richey, Florida",-82.7204623,29.45472885
346,Good Samaritan Health Services," 7501 S Riverside Pkwy, Tulsa, Oklahoma",-95.9720583,38.70182948
347,Good Samaritan House Free Community Health Center," 213 Main St N, Dearing, Georgia",-82.384522,35.48956185
348,Good Samaritan Medical Clinic," 139 Church St, Chester, South Carolina",-81.212991,37.04257439
349,Good Samaritan Ministry," 346 Union St, Clarksville, Tennessee",,
350,Good Shepherd Clinic," 6392 Murphy Dr, Morrow, Georgia",-84.337559,35.68704446
351,Good Shepherd Clinic of Dawson County," 200 Dawson Commons Circle, Suite 220, Dawsonville, Georgia",-84.0425101,36.63726945
352,Good Shepherd Community Clinic," 240 E Washington St, Martinsville, Indiana",-86.4257667,42.96685417
353,"Good Shepherd Community Clinic, Inc."," 20 12th Avenue NW, Ardmore, Oklahoma",-97.1249988,36.41429961
354,Good Shepherd Free Medical Clinic Of Laurens County," 245 Human Services Rd, Clinton, South Carolina",-81.9360382,36.77832324
355,Good Shepherd Health Clinic Of Muskogee Inc.," 2130 W Okmulgee St, Muskogee, Oklahoma",-95.3914013,38.33097725
356,Good Shepherd Ministries," 1201 N Robinson Ave, Oklahoma City, Oklahoma",-97.5167889,37.99301978
357,Good Shepherdss Clinic," 430 Newport Dr, Salisbury, North Carolina",-80.479917,38.33687573
358,GRACE," 837 E Walnut St, Grapevine, Texas",-97.068286,34.91692226
359,Grace Clinic NC," 170 Claremont Dr, Elkin, North Carolina",-80.8419889,38.96542886
360,Grace Clinic WA," 800 W Canal Dr, Kennewick, Washington",-119.12908,52.23017643
361,Grace Clinics of Ohio," 40 South Franklin Street, Delaware, Ohio",-83.0699436,44.10080836
362,Grace Community Center," 14631 Lee Hwy Ste 313, Centreville, Virginia",-77.4543193,42.20278605
363,Grace Medical Clinic," 211 S 8th St, Mayfield, Kentucky",-88.6370617,39.55268373
364,"Grace Medical Home, Inc."," 51 Pennsylvania St, Orlando, Florida",-81.3782685,29.77793314
365,Grace Outreach Medical Ministry," 2107 Threadmill Road, Dalton, Georgia",-84.995865,37.0860584
366,Grace United Methodist Church Free Clinic," 3700 Cottage Grove, Des Moines, Iowa",-93.6672103,45.8226924
367,Grand Avenue Free Medical Clinic," 605 N Grand Avenue, Spencer, Iowa",-95.1452273,47.91477374
368,Grand Prairie Charitable Medical Clinic," 115 N Adams St, Dewitt, Arkansas",-91.336616,36.54872797
369,Grand Prairie Wellness Center," 1710 Small St, Grand Prairie, Texas",-96.9804137,34.69365197
370,Gratiot County Free Clinic Inc.," 1475 Mary Court, Alma, Michigan",-84.664679,48.25714708
371,Great River Charitable Clinic," 33 Arkansas Street, Blytheville, Arkansas",-89.9171116,38.53947653
372,Greater Greenwood United Ministry," 1404 Edgefield St, Greenwood, South Carolina",-82.1542102,36.40003701
373,Greater Hickory Cooperative Christian Ministry," 31 1st Ave SE, Hickory, North Carolina",-81.3370026,38.30159561
374,"Greater Killeen Free Clinic, Inc."," 718 N 2nd St Ste A, Killeen, Texas",-97.7289081,32.77914392
375,Greater Milwaukee Free Clinic," 9330 W Lincoln Ave Ste 10, West Allis, Wisconsin",-88.0293966,47.72215921
376,Greater Texoma Health Clinic," 900 N Armstrong Ave, Denison, Texas",-96.5452042,35.9076018
377,Green County Free Clinic," 500 SE Frank Phillips Blvd, Bartlesville, Oklahoma",-95.971343,39.56592262
378,Greene Care Clinic," 39 Stanard St., Stanardsville, Virginia",-78.4405121,41.51418455
379,Greenfield United Methodist Church Free Clinic," 108 SW 5th St, Greenfield, Iowa",-94.4675505,45.43170886
380,Greenville Community Shelter Clinic," 1600 Chestnut St, Greenville, North Carolina",-77.3885472,38.14535894
381,Greenville Free Medical Clinic," 600 Arlington Ave, Greenville, South Carolina",-82.4181631,37.21289324
382,Grinnell Regional Community Care Clinic," 306 4th Avenue, Grinnell, Iowa",-92.7326627,46.01646589
383,Gulf Coast Community Ministries," 3914 15th St, Gulfport, Mississippi",-89.109468,31.90016925
384,Gwinnett Community Clinic," 2160 Fountain Drive, Snellville, Georgia",-84.0283453,36.01916972
385,H.i.s Bridge Builders Eye And Dental Clinic," 2525 Lucas Dr, Dallas, Texas",-96.8222963,34.76831256
386,HANDS Clinic of St. Lucie County," 3855 S US 1, Ft. Pierce, Florida",-80.327862,28.4979881
387,Hands Of Hope Clinic," 4812 Longwater Way, Tampa, Florida",-82.6027852,29.18159442
388,"Hands of Hope Clinic, Inc."," 1010 Hospital Dr Bldg B, Stockbridge, Georgia",-84.2258271,35.60137503
389,Hannibal Free Clinic," 3145 Highway 61, Hannibal, Missouri",-91.3995337,43.35948587
390,Hanover Interfaith Free Clinics," 125 Beverly Rd., Ashland, Virginia",-77.4918641,40.83073695
391,Harmony Health Clinic," 201 E Roosevelt Rd, Little Rock, Arkansas",-92.2725156,37.06810722
392,"Harrisburg Family Health Care, INC."," 423 Crawford Ave, Augusta, Georgia",-81.9949944,35.5682562
393,Harrisonburg Rockingham Free Clinic," 25 W Water St, Harrisonburg, Virginia",-78.8694251,41.70833226
394,Hartville Migrant Ministries," 3980 Swamp Street, Hartville, Ohio",-81.3011382,44.98596998
395,Harvest Free Medical Clinic," 2427 Midland Park Rd, N Charleston, South Carolina",-80.042176,34.89689472
396,Have a Heart," 3900 Kresge Way Ste 60, Louisville, Kentucky",-85.639473,41.43960262
397,HAVEN Free Clinic," 374 Grand Avenue, New Haven, Connecticut",-72.9019973,45.43608247
398,Haywood Christian Ministry," 150 Branner Ave, Waynesville, North Carolina",-82.9878155,38.00988106
399,"Healing Bridge Clinic, Inc."," 215 Willow Bend Road, Peachtree City, Georgia",-84.5844455,35.46763859
400,HEALing Community Center," 2600 Martin Luther King Jr. Drive SW, Atlanta, Georgia",-84.4724555,35.89404741
401,Healing Gift Free Clinic Llc," 2650 Farnam St, Omaha, Nebraska",-95.9513219,45.36920408
402,Healing Hands Community Clinic," 245 Midway Medical Park, Bristol, Tennessee",-82.2196653,39.36996683
403,Healing Hands Medical and Dental Ministry," 5540 Ortega Farms Blvd., Jacksonville, Florida",-81.713925,31.75818974
404,Healing Hands Ministries," 8515 Greenville Ave Ste N112, Dallas, Texas",-96.7539921,34.86633017
405,Healing Shepherd Clinic," 1321 East Lancaster Avenue, Ste 120, Fort Worth, Texas",-97.3153536,34.69013819
406,"Healing With Care, Inc."," 214 Broadway St, Durham, North Carolina",-78.8987821,38.63465094
407,"Health Access, Inc."," 489 Washington Ave, Clarksburg, West Virginia",-80.3450813,42.7756591
408,"Health Alliance For The Uninsured, Inc."," 5929 N May Ave Ste 511, Oklahoma City, Oklahoma",-97.5662585,38.05591817
409,"Health Alliance, Inc."," 5900 Cedar Ln, Columbia, Maryland",-76.887376,42.68518726
410,Health Care Access Inc," 330 Maine St, Lawrence, Kansas",-95.2472091,42.38687034
411,"Health Care Network, Inc."," 904 State St, Racine, Wisconsin",-87.7906964,47.3523613
412,Health Finders Collaborative Inc.," 710 Division St S, Northfield, Minnesota",-93.160613,49.72786902
413,Health For All," 1328 Memorial Dr Ste A, Bryan, Texas",-96.3461859,32.23081521
414,Exalta Health," 2060 Division Ave S, Grand Rapids, Michigan",-85.6665918,47.61713279
415,Health Partners Free Clinic," 1300 N County Road 25A, Troy, Ohio",-84.2147499,43.79127907
416,"Health Partners, Inc."," 3070 Crain Hwy Ste 101, Waldorf, Maryland",-76.9079302,41.93786493
417,Health Reach Incorporated," 1800 Grand Ave, Waukegan, Illinois",-87.8540619,46.86187192
418,HealthLink Dental Clinic," 1775 Street Rd., Southampton, Pennsylvania",-75.0186764,43.92145327
419,"HealthNet of Rock County, Inc."," 23 W Milwaukee St., Ste 201, Janesville, Wisconsin",-89.0242619,47.28495901
420,HealthReach Community Clinic," 400 E Statesville Ave Ste 300, Mooresville, North Carolina",-80.8038291,38.11592638
421,Heart Mountain Volunteer Medical Clinic," 450 Mountain View, Bldg. B, Powell, Wyoming",-108.769849,50.15486697
422,Heart of Virginia Free Clinic," 1702 South Main Street, Farmville, Virginia",-78.3968802,40.22744577
423,Heartbright Foundation Cardiac Resource Center," 2923 S Tryon St, Charlotte, North Carolina",-80.87179,37.65152827
424,Helen M. Nickless Volunteer Clinic," 1460 W. Center Rd., Essexville, Michigan",-83.8355098,48.53476041
425,HelpCare Clinic," 3015 Avenue A, Kearney, Nebraska",-99.080143,44.63688099
426,Helping Hand Clinic," 507 N Steele St, Sanford, North Carolina",-79.1840561,37.99985572
427,Helping Hands Clinic NC," 1111 Watercrest Street, Morristown, Tennessee",-83.307452,38.89406284
428,Helping Hands Clinic FL," 810 Harper Ave NW, Lenoir, North Carolina",-81.5396867,38.52665671
429,Helping Hands Free Medical Clinic," 230 S Main St, Mullins, South Carolina",-79.2542957,36.436912
430,"Helping Hands Health and Wellness Center, Inc."," 1421 Morse Rd, Columbus, Ohio",-82.9811826,43.79032005
431,Helping Hands Health Clinic KY," 102 North Main Street, Elkton, Kentucky",-87.1536509,39.63967895
432,Helping Hands Health Clinic NC," 105 Dave Warlick Dr, Lincolnton, North Carolina",-81.2391502,37.97832335
433,Hill Country Mission For Health," 122 Commerce Ave., Borne, Texas",-98.7459293,31.25995305
434,Hilltop Health Care of Graham County," 21 S Main St, Robbinsville, North Carolina",-83.806402,37.79887198
435,Holland Free Health Clinic," 99 W. 26th St, Holland, Michigan",-86.1118012,47.41012921
436,Hope Clinic NC," 203 North Street, Bayboro, North Carolina",-76.7705619,37.58050108
437,Hope Clinic TX," 1190 Chicon St, Austin, Texas",-97.719998,31.7885987
438,Hope Clinic Inc," 3373 East Highway 6, Alvin, Texas",-95.2101916,30.80006336
439,"Hope Clinic of Garland, TX"," 808 W Avenue A, Garland, Texas",-96.6406905,34.88678536
440,Hope Family Health Center," 2332 Jordan Road, McAllen, Texas",-98.2505913,27.14342351
441,Hope for Generations Medical Clinic," 6600 Galaxie Dr, Oklahoma City, Oklahoma",-97.6308158,38.06442277
442,Hope Health Clinic GA," 409 W. Solomon Street, Griffin, Georgia",-84.2693036,35.28954385
443,Hope Health Clinic KY," 1025 Sanibel Way Ste E, La Grange, Kentucky",-85.3747775,41.64055412
444,Hope House Free Medical Clinic," PO Box 1045, Big Rapids, Michigan",-85.4836557,48.67824417
445,Hope Medical Clinic," 501 S Virginia Ave, Atoka, Oklahoma",-96.1405917,36.63953475
446,"Hope Medical Clinic, Inc. FL"," 150 Beach Drive, Destin, Florida",-86.4896399,31.92821877
447,"Hope Medical Clinic, Inc. MI"," PO Box 980311, Wayne, Michigan",-83.3863214,46.74140583
448,Hope Within Community Health Center," 4748 E Harrisburg Pike, Elizabethtown, Pennsylvania",-76.652963,43.93681811
449,Hopelight Medical Clinic," 1351 Collyer St., Longmont, Colorado",-105.0981738,43.95060442
450,Hopes Free Clinic," Norfolk Public Health Building, 830 Southampton Ave, Norfolk, Virginia",-76.3043749,39.70036
451,"Hopkins County Community Clinic, Inc."," 638 N Franklin Street, Madisonville, Kentucky",-87.494507,40.30038441
452,House of Hope Medical," 514 Crain Hwy N Ste C, Glen Burnie, Maryland",-76.6213623,42.63765661
453,House of Charity," 32 West Pacific, Spokane, Washington",-117.412994,54.34637669
454,House Of Hope," 256 S Krueger Ave, New Braunfels, Texas",-98.1476142,31.10513135
455,Houston County Volunteer Medical Clinic," 125 Russell Parkway, Warner Robins, Georgia",-83.6267528,34.50849856
456,Howard Area Community Center Eleanor Wester Dental Clinic," 7648 North Paulina Street, Chicago, Illinois",-87.6734115,46.38986466
457,HUDA Clinic," 13240 Woodrow Wilson Ave., Detroit, Michigan",-83.1101277,46.89713195
458,Huiras Family Community Health Center," 13111 N Port Washington Rd, Mequon, Wisconsin",-87.9262324,48.06955187
459,Huntington County Free Health Clinic," 1255 Engle St, Huntington, Indiana",-85.4965989,44.85290216
460,I Care San Antonio," 1 Haven for Hope Way, San Antonio, Texas",-98.5061662,30.81998883
461,IAMACF Free Health Clinic," 2645 West Peterson Avenue, Chicago, Illinois",-87.6963219,46.34863294
462,IHOPE Free Medical Clinic," 722 South Hackett, Waterloo, Iowa",-92.397223,47.04093836
463,IMAN Health Clinic," 2744 West 63rd Street, Chicago, Illinois",-87.6927933,46.06543276
464,Immanuel Health Center," PO Box 35, Boscobel, Wisconsin",-90.7054045,47.90226486
465,Interfaith Clinic," 403 W Oak St Ste 200, El Dorado, Arkansas",-92.6672123,35.24683032
466,Interfaith Community Clinic," 101 Pine Manor Dr, Oak Ridge North, Texas",-95.44923,31.66597001
467,Iowa City Free Medical Clinic Dick Parrott Free Dental Clinic," 2440 Towncrest Drive, Iowa City, Iowa",-91.4995905,45.89053466
468,Irving Community Clinic," 1302 Lane St Ste 100, Irving, Texas",-96.9624116,34.79339466
469,Isb Community Health Center," 6623 Johnnycake Rd, Windsor Mill, Maryland",-76.7463216,42.80618519
470,Islamic Center of Des Moines Free Medical Clinic," 6201 Franklin Avenue, Des Moines, Iowa",-93.7030549,45.84083582
471,ISSO Seva Health Clinics," 521 W Seneca St, Ithaca, New York",-76.5076069,46.95573419
472,JC Mash," 1136 Water Street, Suite 109, Port Townsend, Washington",-122.7594527,55.02861623
473,Jefferson County Fourth St. Health Center," One Ross Park, Suite 202, Steubenville, Ohio",-80.6294649,44.18148433
474,Jesus Shack Mobile Clinic," 50 Montgomery Dr, Santa Rosa, California",-122.7037144,41.70169001
475,Jim Ellefson Free Medical Clinic," 1607 East 33rd Street, Des Moines, Iowa",-93.5512705,45.83612033
476,John P. Murray Community Care Clinic," 303 Yadkin St Ste C, Albemarle, North Carolina",-80.1942492,37.84840712
477,Johnstown Free Medical Clinic," 340 Main St, Johnstown, Pennsylvania",-78.9205996,44.13847464
478,Jonesboro Church Health," 500 Kitchen Street, Jonesboro, Arkansas",-90.697548,38.4330774
479,Joplin Community Clinic: LifeChoices," 701 S Joplin Ave, Joplin, Missouri",-94.5143426,39.98220838
480,Judeo Christian Health Clinic," 4118 N MacDill Ave, Tampa, Florida",-82.4941558,29.15995598
481,"Jupiter Community Health Services, Inc. dba MyClinic"," 448 N. Burdick St., Kalamazoo, Michigan",-85.5830754,46.76034977
482,Kansas City CARE Clinic," 3515 Broadway Blvd, Kansas City, Missouri",-94.5899304,42.49701061
483,Katallasso Family Health Center," 38 S Belvidere Ave, York, Pennsylvania",-76.7448604,43.6545289
484,Kendall Free Clinic," 208 Beaver Street, Yorkville, Illinois",-88.4444316,45.86596095
485,Kevins Community Center," 153 South Main Street, Newtown, Connecticut",-73.2835049,45.53511529
486,"Kingdom Care, Inc."," 800 Beacon Street, Waycross, Georgia",-82.3573029,32.91290307
487,"La Clinica Cristiana, Inc."," P.O. Box 2308, Muscle Shoals, Alabama",-87.6675292,37.09373647
488,La Clinica Guadalupana," 1020 Lakeview Rd, Clearwater, Florida",-82.791942,29.12982142
489,La Clinica Latina (oh)," 2231 N High St, Columbus, Ohio",-83.0101118,43.72154171
490,Lackey Free Clinic," 1620 Old Williamsburg Rd, Yorktown, Virginia",-76.5554508,40.1667932
491,Lafayette Community Health Care Clinic," 1317 Jefferson St, Lafayette, Louisiana",-92.0150362,31.72601793
492,Lake Area Free Clinic," 856 Armour Rd Ste B, Oconomowoc, Wisconsin",-88.4831917,47.86211683
493,Lake County Free Clinic OH," 54 S State St Ste 302, Painesville, Ohio",-81.2408629,45.99226663
494,Lake Gaston Free Clinic NC," 108 North Mosby Avenue, Littleton, North Carolina",-77.9125327,39.17025267
495,Lake Norman Community Health Clinic," 14230 Hunters Road, Huntersville, North Carolina",-80.8555729,37.91725927
496,Lake Wales Free Clinic," 210 Dr J A Wiltshire Ave E,, Lake Wales, Florida",-81.586684,29.08466893
497,"Lakeland Volunteers in Medicine, Inc."," 1021 Lakeland Hills Blvd., Lakeland, Florida",-81.9535491,29.24982209
498,Laramie County Centralized Pharmacy," 2600 E 18th St, Cheyenne, Wyoming",-104.7848186,45.21622226
499,Latino Health Initiative," 1375 Perry St Rm 431, Columbus, Ohio",-83.0188518,43.69723599
500,Lazarus Free Medical Clinic," 210 Wonders Street, Wildwood, Florida",-82.0401108,30.16589745
501,Lebanon Free Clinic," 135 S 9th St, Lebanon, Pennsylvania",-76.4262139,44.15229076
502,Lee County Volunteers in Medicine Inc.," 1154 Lee Blvd Ste 2, Lehigh Acres, Florida",-81.650009,27.62709227
503,Leflore County Health Center," 144 B W. Main Street, Newark, Ohio",-82.408635,43.78525922
504,Life University Chiropractic Community Outreach Clinic," 1323 Roswell Road, Suite 302, Marietta, Georgia",-84.5135182,36.13241428
505,Lighthouse Christian Ministries Medical Clinic," 800 Grand Ave, Bacliff, Texas",-94.988732,30.90117597
506,Lighthouse Medical Ministries," 2801 S Robinson Ave, Oklahoma City, Oklahoma",-97.5166131,37.93977862
507,Linworth Road Free Health Clinic," 7260 Smoky Row Road, Columbus, Ohio",-83.0636628,43.8496583
508,Lioncare Clinic at Bethesda Mission," PO Box 3041, Harrisburg, Pennsylvania",-76.8867008,44.06884554
509,Live Oak Clinic Of Brazosport," 102 Yaupon Street, Lake Jackson, Texas",-95.4418043,30.36266573
510,Living Healthy Community Clinic," 510 Doctors Court, Oshkosh, Wisconsin",-88.5296738,49.15825598
511,Living Water Care Center," 3610 SW 48th Ave, Pembroke Park, Florida",-80.1919689,26.91670541
512,Living Well Clinic," 1160 N Monroe Drive, Xenia, Ohio",-83.929533,43.32132321
513,"Living Well Medical Ministries, Inc"," 1670 E Broad St, Statesville, North Carolina",-80.8595169,38.37201347
514,Livingston Family Care Center," 305 West Madison Street, Pontiac, Illinois",-88.6311762,44.8683147
515,Lloyd F. Moss Free Clinic," 1301 Sam Perry Blvd, Fredericksburg, Virginia",-77.4861196,41.52857651
516,Lonoke County Christian Clinic," 502 Richie Rd, Cabot, Arkansas",-92.0317611,37.36585159
517,"Lorain County Free Clinic, Inc."," 3323 Pearl Ave, Lorain, Ohio",-82.1362802,45.61205177
518,Lotus Wellness Center," 217 NW 15th Street, Miami, Florida",-80.1992086,26.70750705
519,Loving Hands Health Clinic," 148 Maple Grove Rd., Lapeer, Michigan",-83.265359,47.77346804
520,Lukes House Clinic," 2023 Simon Bolivar Ave, New Orleans, Louisiana",-90.0837342,31.40373705
521,Macon Volunteer Clinic," 376 Rogers Ave, Macon, Georgia",-83.6547917,34.81732946
522,Madison Free Clinic," 410 N. Main St., Madison, Virginia",-78.253588,41.62510831
523,Mae E. Davis Free Medical Clinic," Eddie Davis Community Center 1312 Maple Street, West Des Moines, Iowa",-93.7216335,45.7863797
524,Magnet," 4122 18th Street, San Francisco,, California",-122.4356606,40.83483629
525,"Malta House of Care, Inc."," 19 Woodland Street, Suite 37, Hartford, Connecticut",-72.7028342,46.05121151
526,"Mamou Health Resources, Inc."," 1415 7th Street, Suite H, Mamou, Louisiana",-92.4184178,32.21556132
527,Manistee Area Community Clinic," 385 3rd St, Manistee, Michigan",-86.3227014,49.43656049
528,Manna Medical Clinic," 120 Street A Ste A, Picayune, Mississippi",-89.6857215,32.06454939
529,Manos de Cristo Inc," 4911 Harmon Ave, Austin, Texas",-97.7126384,31.83002696
530,The Caring Place Clinic," 901 W Broad St., Mansfield, Texas",-97.1577645,34.46743985
531,MAPI Free Clinic," 12701 Telegraph Rd., Suite 202, Taylor, Michigan",-83.2681491,46.65074817
532,Margaret Cramer Clinic," 2725 Merle Hay Road, Des Moines, Iowa",-93.6970794,45.85132554
533,Mariam Clinic 1," 3126 Blue Ridge Road, Raleigh, North Carolina",-78.702389,38.41291273
534,Mariam Clinic 2," 865 Olive Street, Shreveport, Louisiana",-93.7483792,34.38856762
535,Masters Peace Clinic of Hope," 407 E 4th Street, Salem, Missouri",-91.532626,40.68875003
536,"Matthew 25, Inc."," 413 E Jefferson Blvd, Fort Wayne, Indiana",-85.1332457,45.12913414
537,Matthews Free Medical Clinic," 196 S. Trade Street, Matthews, North Carolina",-80.7242607,37.54468271
538,MC Free Clinic," Bettendorf Community Center 2204 Grant St., Bettendorf, Iowa",-90.5018126,45.7277391
